Position	Season	Name	WAR	playerid
RP	2015	Ryan Tepera	-0.4	10291
RP	1999	Paul Spoljaric	0.4	1012349
RP	2003	Doug Creek	-0.2	1202
RP	2005	Scott Schoeneweis	0.9	33
RP	1999	Paul Quantrill	0.2	669
RP	2014	Dustin McGowan	-0.4	8600
RP	1996	Luis Andujar	-0.1	1000267
RP	2015	Andrew Albers	-0.2	7853
RP	2015	Phil Coke	-0.1	5535
RP	1993	Tony Castillo	0.3	1002069
RP	2012	Steve Delabar	0.5	11827
RP	2002	Dan Plesac	0.3	1319
RP	2002	Scott Wiggins	-0.1	1631
RP	1999	Billy Koch	1	924
RP	1999	John Frascatore	0.2	1004304
RP	1994	Darren Hall	0.5	1005240
RP	2003	Aquilino Lopez	1	1671
RP	2012	Luis Perez	0.4	6389
RP	2001	Scott Eyre	0.3	1300
RP	2007	Brian Tallet	0.9	1646
RP	2009	Shawn Camp	0.5	1855
RP	2010	Kevin Gregg	0.8	1793
RP	1993	Al Leiter	0.4	883
RP	2006	Josh Towers	0	1489
RP	2013	Todd Redmond	0	9943
RP	1993	Pat Hentgen	0	145
RP	2011	Frank Francisco	0.4	1933
RP	2015	Bo Schultz	-0.3	5028
RP	2001	Dan Plesac	1.2	1319
RP	1997	Dan Plesac	0.6	1319
RP	1997	Marty Janzen	-0.1	1006362
RP	2001	Pasqual Coco	0.1	1294
RP	2004	Ryan Glynn	0	686
RP	1998	Steve Sinclair	0.3	1012004
RP	2002	Cliff Politte	1.1	967
RP	2002	Felix Heredia	0	1304
RP	1999	Graeme Lloyd	0.1	783
RP	1998	Dave Stieb	0.3	1012532
RP	1994	Woody Williams	0.5	1190
RP	2016	Jason Grilli	0.1	521
RP	1996	Mike Timlin	1.4	1187
RP	2010	Casey Janssen	0.3	7355
RP	2002	Scott Eyre	0.8	1300
RP	2010	Jason Frasor	0.9	1906
RP	1992	David Wells	0.3	855
RP	2011	Octavio Dotel	-0.1	555
RP	1995	Kenny Robinson	-0.2	1011074
RP	2013	Juan Perez	0.2	2557
RP	2010	David Purcey	0.3	8360
RP	2001	Pedro Borbon	0.3	1289
RP	1998	Dan Plesac	1.3	1319
RP	2001	Matt DeWitt	0	1028
RP	2013	Neil Wagner	0.1	8162
RP	2015	Mark Lowe	0.1	7416
RP	1999	Roy Halladay	-0.1	1303
RP	2001	Esteban Loaiza	0.2	1310
RP	2000	Chris Carpenter	0.4	1292
RP	2013	Darren Oliver	0.1	206
RP	2014	Kendall Graveman	0.1	15514
RP	1995	Woody Williams	0.1	1190
RP	2006	Davis Romero	0.1	2756
RP	2015	Felix Doubront	0	1478
RP	2005	Vinnie Chulk	0.1	1838
RP	2002	Corey Thurman	-0.5	1324
RP	2001	Kelvim Escobar	0.8	1298
RP	1996	Bill Risley	-0.3	1010986
RP	2004	Justin Speier	0.4	451
RP	2016	Brett Cecil	0.5	2660
RP	2014	Casey Janssen	0	7355
RP	2016	Danny Barnes	0.4	11388
RP	2004	Terry Adams	0.4	946
RP	2013	Brad Lincoln	-0.4	4241
RP	2006	Brian Tallet	0	1646
RP	2009	Scott Richmond	0	4307
RP	1993	Huck Flener	0	1004148
RP	2002	Brian Bowles	0.2	1290
RP	1993	Doug Linton	0	1662
RP	2016	Gavin Floyd	0.3	3886
RP	2011	Jesse Litsch	0.1	3688
RP	2004	Jason Frasor	0.8	1906
RP	2005	Miguel Batista	0.5	46
RP	2008	Shawn Camp	0.6	1855
RP	2012	Jason Frasor	0.2	1906
RP	1992	Mike Timlin	0.7	1187
RP	2012	Joel Carreno	-0.1	2746
RP	2006	Ty Taubenheim	-0.1	5561
RP	2008	Jason Frasor	-0.1	1906
RP	2011	Shawn Camp	0.3	1855
RP	2004	Sean Douglass	0	133
RP	1996	Tony Castillo	0.6	1002069
RP	2003	Juan Acevedo	0	458
RP	2002	Kelvim Escobar	0.5	1298
RP	2011	Luis Perez	-0.1	6389
RP	2005	Scott Downs	-0.2	773
RP	2006	Jason Frasor	0.2	1906
RP	1996	Jeff Ware	-0.2	1013626
RP	2016	Chad Girodo	-0.2	15542
RP	1992	Mark Eichhorn	0.4	1003712
RP	2013	Esmil Rogers	-0.2	6317
RP	1992	Bob MacDonald	0.1	1007900
RP	1993	Woody Williams	0.2	1190
RP	2015	Miguel Castro	-0.1	15684
RP	1995	Darren Hall	0	1005240
RP	1998	Randy Myers	0.3	1009427
RP	2015	Aaron Loup	0.2	10343
RP	2007	Josh Banks	0	5570
RP	2014	Brandon Morrow	0.1	9346
RP	2003	Scott Service	0	1684
RP	2000	Paul Quantrill	0.9	669
RP	1999	Pete Munro	0.7	1546
RP	2016	Jesse Chavez	-0.1	5448
RP	2007	Jason Frasor	1	1906
RP	2009	Brandon League	0.7	3731
RP	2004	Jason Kershner	0.1	1566
RP	2010	Jesse Carlson	-0.3	4391
RP	2003	Trever Miller	0	1672
RP	2009	Jesse Carlson	0.6	4391
RP	2004	Vinnie Chulk	0.2	1838
RP	2000	Lance Painter	0.2	1675
RP	1993	Mike Timlin	0.2	1187
RP	1999	Tom Davey	0.1	1026
RP	2009	Brian Tallet	-0.1	1646
RP	2000	Mark Guthrie	0.1	876
RP	2001	Billy Koch	0.2	924
RP	2004	Bob File	0	1301
RP	2011	Jon Rauch	-0.6	1475
RP	2015	Chad Jenkins	-0.1	10326
RP	2014	Steve Delabar	-0.5	11827
RP	2011	Trever Miller	-0.1	1672
RP	2012	Chad Jenkins	-0.1	10326
RP	2000	Kelvim Escobar	0.2	1298
RP	2002	Pedro Borbon	-0.2	1289
RP	1995	Paul Menhart	-0.5	1008765
RP	2012	Andrew Carpenter	-0.2	9533
RP	2016	Aaron Loup	0	10343
RP	1995	Giovanni Carrara	0	643
RP	2003	Vinnie Chulk	0.1	1838
RP	2007	Victor Zambrano	0	1237
RP	1994	Brad Cornett	0.2	1002631
RP	2009	Casey Janssen	0.1	7355
RP	2007	Joe Kennedy	0.1	1217
RP	2012	J.A. Happ	0.1	7410
RP	1994	Mike Timlin	0.2	1187
RP	2016	Pat Venditte	0	7108
RP	2002	Brandon Lyon	0.1	1312
RP	2015	Steve Delabar	-0.2	11827
RP	2006	Vinnie Chulk	0.1	1838
RP	1998	Bill Risley	-0.3	1010986
RP	1992	Pat Hentgen	-0.3	145
RP	1998	Carlos Almanzar	0.1	308
RP	2014	Daniel Norris	-0.1	13475
RP	2013	Luis Perez	0.1	6389
RP	2006	Pete Walker	0	1325
RP	2000	John Frascatore	-1.1	1004304
RP	2016	Bo Schultz	-0.1	5028
RP	2003	Jeff Tam	-0.1	940
RP	2012	Brad Lincoln	-0.1	4241
RP	2003	Cliff Politte	-0.3	967
RP	1996	Scott Brow	0	1001570
RP	2010	Josh Roenicke	0	3241
RP	2008	Armando Benitez	-0.2	865
RP	1995	Jimmy Rogers	-0.4	1011134
RP	2012	Brett Cecil	0.1	2660
RP	2002	Scott Cassidy	-0.7	1293
RP	2003	Tanyon Sturtze	0	1230
RP	2012	Francisco Cordero	-0.4	1243
RP	2000	Leo Estrella	0	277
RP	2007	Josh Towers	0	1489
RP	1994	Greg Cadaret	-0.3	1001810
RP	1994	Scott Brow	-0.3	1001570
RP	2002	Mark Hendrickson	0.1	1574
RP	2006	Jeremy Accardo	-0.2	6428
RP	1993	Scott Brow	0	1001570
RP	1997	Chris Carpenter	0	1292
RP	2008	Jesse Litsch	0	3688
RP	2015	Colt Hynes	0	7560
RP	2004	Aquilino Lopez	-0.3	1671
RP	2012	Scott Richmond	0	4307
RP	2007	Shaun Marcum	0	6204
RP	2003	Dan Reichert	-0.1	624
RP	2015	Jeff Francis	-0.1	4684
RP	2004	Valerio de los Santos	0.1	681
RP	2007	Brandon League	-0.1	3731
RP	2016	Drew Storen	-0.2	6983
RP	2006	Francisco Rosario	-0.2	2091
RP	2012	Chad Beck	0	9258
RP	1992	Doug Linton	0	1662
RP	2004	Kerry Ligtenberg	0.5	100
RP	2010	Brad Mills	0.1	4420
RP	2000	Roy Halladay	0	1303
RP	2001	Chris Michalak	-0.2	1415
RP	2000	Pedro Borbon	-0.6	1289
RP	2006	Scott Schoeneweis	0.1	33
RP	2009	B.J. Ryan	-0.6	168
RP	2005	Brandon League	-0.7	3731
RP	2008	Jeremy Accardo	0	6428
RP	2004	Kevin Frederick	-0.1	1536
RP	1995	Ricardo Jordan	-0.4	1006616
RP	2013	Mickey Storey	0.1	4721
RP	2010	Rommie Lewis	-0.2	3588
RP	2011	Dustin McGowan	0	8600
RP	1994	Dave Righetti	-0.1	1010958
RP	2012	Evan Crawford	-0.3	7249
RP	2010	Brian Tallet	-1.1	1646
RP	2000	Clayton Andrews	-0.1	1000247
RP	2014	Esmil Rogers	-0.3	6317
RP	2013	Ramon Ortiz	-0.2	27
RP	1997	Omar Daal	0.2	646
RP	1998	Robert Person	-0.9	966
RP	1997	Tim Crabtree	-0.3	1002715
RP	2000	Eric Gunderson	0.1	1005144
RP	2012	Jesse Chavez	-0.2	5448
RP	2009	Josh Roenicke	0	3241
RP	2014	J.A. Happ	-0.2	7410
RP	2004	Mike Nakamura	-0.2	1734
RP	1995	Danny Cox	0	1002695
RP	2006	Shaun Marcum	0	6204
RP	2015	Todd Redmond	-0.1	9943
RP	2000	Pete Munro	0.1	1546
RP	2002	Justin Miller	-0.3	1313
RP	1996	Woody Williams	0	1190
RP	2013	Kyle Drabek	-0.1	4359
RP	2016	Arnold Leon	-0.2	5595
RP	2005	Dave Bush	0	4635
RP	1996	Brian Bohanon	-0.4	1001126
RP	2003	Kelvim Escobar	0.1	1298
RP	2014	Marcus Stroman	0.1	13431
RP	2006	Dustin McGowan	-0.2	8600
RP	2001	Lance Painter	-0.2	1675
RP	2013	Edgar Gonzalez	-0.2	1727
RP	2007	Jordan De Jong	0.1	4329
RP	2000	Darwin Cubillan	-0.3	771
RP	2010	Jeremy Accardo	0	6428
RP	2014	Neil Wagner	0	8162
RP	2014	Bobby Korecky	0	4608
RP	1992	David Weathers	-0.1	902
RP	2009	Brian Wolfe	-0.4	8515
RP	1997	Bill Risley	-0.3	1010986
RP	1999	Dan Plesac	0.2	1319
RP	2016	Scott Feldman	0	6283
RP	2004	Justin Miller	0	1313
RP	2000	Matt DeWitt	-0.3	1028
RP	2014	Sergio Santos	-0.6	4734
RP	1997	Huck Flener	0	1004148
RP	1992	Al Leiter	0	883
RP	1994	Aaron Small	-0.1	1477
RP	1994	Randy St. Claire	0	1012443
RP	1997	Robert Person	0	966
RP	1997	Erik Hanson	0.1	1005333
RP	2012	Jeff Mathis	0	3448
RP	2013	Justin Germano	0	1938
RP	2013	Ricky Romero	-0.1	3403
RP	2014	Sean Nolin	-0.1	11341
RP	2016	Darwin Barney	-0.2	2430
RP	2016	Francisco Liriano	0	3201
RP	1995	Brad Cornett	-0.1	1002631
RP	2011	Rommie Lewis	-0.1	3588
RP	2016	Franklin Morales	-0.1	5088
RP	2012	Sergio Santos	-0.2	4734
RP	1998	Ben Van Ryn	0.1	1013362
RP	1998	Erik Hanson	-0.2	1005333
RP	2003	Josh Towers	-0.6	1489
RP	1998	Luis Andujar	0	1000267
RP	1998	Nerio Rodriguez	-0.2	403
RP	1999	Robert Person	-0.3	966
RP	2012	David Pauley	-0.1	3625
RP	2011	Kyle Drabek	-0.1	4359
RP	1995	Danny Darwin	0	1002996
RP	1992	Ricky Trlicek	0	1013188
RP	1999	Joey Hamilton	0	328
RP	2014	Jeremy Jeffress	0	9490
RP	1996	Giovanni Carrara	-0.5	643
RP	2011	David Purcey	0	8360
RP	2015	Drew Hutchison	-0.1	10732
RP	1999	Mike Romano	-0.1	1011167
RP	2016	Matt Dermody	0	14844
RP	1999	John Hudek	0	1006128
RP	2007	B.J. Ryan	-0.1	168
RP	1998	Kelvim Escobar	-0.2	1298
RP	1999	Steve Sinclair	-0.3	1012004
RP	2012	Robert Coello	-0.1	1149
RP	2001	Kevin Beirne	-0.1	638
RP	2002	Luke Prokopec	-0.5	1320
RP	1996	Jose Silva	0	354
RP	1999	Nerio Rodriguez	-0.3	403
RP	1999	John Bale	0	864
RP	2016	Dustin Antolin	-0.1	7119
RP	2011	Danny Farquhar	0	8501
RP	2003	John Wasdin	0	1768
RP	2000	John Bale	-0.1	864
RP	2011	Wil Ledezma	-0.1	1669
RP	2013	Dave Bush	-0.2	4635
RP	2005	Justin Miller	-0.4	1313
RP	2005	Chad Gaudin	-0.2	1783
RP	2004	Adam Peterson	-0.1	4523
RP	2008	A.J. Burnett	0	512
RP	2012	Bobby Korecky	-0.1	4608
RP	2016	Drew Hutchison	0	10732
RP	2002	Pasqual Coco	-0.1	1294
RP	2002	Bob File	0	1301
RP	2005	Matt Whiteside	-0.2	1956
RP	2010	Merkin Valdez	0	7019
RP	2001	Roy Halladay	0	1303
RP	1999	Eric Ludwick	0	1007816
RP	2011	Brad Mills	0	4420
RP	2016	Scott Diamond	0	5089
RP	1995	Duane Ward	-0.1	1013609
RP	2014	Brad Mills	-0.3	4420
RP	2012	David Carpenter	-0.1	3959
RP	2012	Ryota Igarashi	0	10232
RP	2012	Sam Dyson	0	11710
RP	2004	Dave Maurer	-0.2	394
RP	2003	Doug Davis	-0.1	1244
RP	2011	Brian Tallet	-0.1	1646
RP	1994	Paul Spoljaric	-0.2	1012349
